angelegt_am,tatzeit_anfang_datum,tatzeit_anfang_stunde,tatzeit_ende_datum,tatzeit_ende_stunde,lor,schadeshoehe,versuch,art_des_fahrrads,delikt,erfassungsgrund,id
2023-03-20,2023-03-20,5,2023-03-20,12,3601243,864,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4966
2023-03-20,2023-03-17,20,2023-03-18,14,1100309,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4967
2023-03-20,2023-03-19,18,2023-03-20,6,9200510,1999,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4968
2023-03-20,2023-03-19,19,2023-03-19,19,2300316,1200,0,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,4969
2023-03-20,2023-03-19,13,2023-03-19,23,11400931,704,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4970
2023-03-20,2023-03-20,8,2023-03-20,15,7601544,803,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4971
2023-03-19,2023-03-17,7,2023-03-17,21,9301025,624,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4972
2023-03-19,2023-03-17,19,2023-03-17,22,3400826,521,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4973
2023-03-19,2023-03-13,18,2023-03-16,16,7200410,360,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4974
2023-03-19,2023-03-17,18,2023-03-19,14,4400830,800,0,Rennrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4975
2023-03-19,2023-03-18,9,2023-03-18,10,9501939,1149,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4976
2023-03-19,2023-03-11,17,2023-03-12,11,9100101,870,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4977
2023-03-19,2023-03-19,15,2023-03-19,17,9501939,3162,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4978
2023-03-19,2023-01-29,11,2023-01-30,11,9200511,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4979
2023-03-19,2023-03-09,14,2023-03-09,15,2500729,522,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4980
2023-03-19,2023-03-19,19,2023-03-19,19,4300623,280,0,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4981
2023-03-19,2023-03-17,21,2023-03-18,10,8100209,1200,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4982
2023-03-19,2023-03-18,11,2023-03-19,9,10100316,520,0,Damenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4983
2023-03-19,2023-03-17,23,2023-03-18,5,8401138,260,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4984
2023-03-19,2023-03-17,18,2023-03-19,12,1100415,739,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4985
2023-03-19,2023-03-15,20,2023-03-16,8,1100313,300,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4986
2023-03-19,2023-02-08,16,2023-02-08,16,7100206,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4987
2023-03-19,2023-02-15,9,2023-02-15,14,4200309,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4988
2023-03-19,2023-03-18,18,2023-03-18,22,3701555,3400,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4989
2023-03-19,2023-03-18,23,2023-03-19,7,5100103,430,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4990
2023-03-19,2023-03-07,16,2023-03-07,16,4501147,1200,0,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,4991
2023-03-19,2023-03-18,14,2023-03-19,16,12500927,634,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4992
2023-03-19,2023-03-19,13,2023-03-19,17,9501939,950,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4993
2023-03-19,2023-02-01,19,2023-02-02,15,7501133,1200,0,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,4994
2023-03-19,2023-03-19,20,2023-03-19,20,5200630,1300,0,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,4995
2023-03-19,2023-03-18,18,2023-03-19,0,7601238,964,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4996
2023-03-19,2023-03-18,19,2023-03-19,9,8100314,299,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4997
2023-03-19,2023-03-16,19,2023-03-19,11,12100205,1100,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4998
2023-03-19,2023-03-19,0,2023-03-19,7,3400721,170,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4999
2023-03-19,2023-03-17,17,2023-03-19,9,8100310,900,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5000
2023-03-19,2023-03-18,22,2023-03-19,10,7601339,325,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5001
2023-03-19,2023-03-17,0,2023-03-18,12,11200514,3588,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5002
2023-03-19,2023-03-18,14,2023-03-18,17,11401034,420,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5003
2023-03-19,2023-03-18,18,2023-03-19,10,4500938,550,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5004
2023-03-19,2023-03-19,13,2023-03-19,17,9501939,1222,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5005
2023-03-19,2023-02-27,8,2023-02-27,18,1300835,396,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5006
2023-03-19,2023-03-18,7,2023-03-18,14,9401635,399,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5007
2023-03-19,2023-03-17,17,2023-03-19,13,8100101,600,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5008
2023-03-19,2023-03-16,23,2023-03-17,20,3701659,759,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5009
2023-03-19,2023-03-17,23,2023-03-18,13,2200210,1100,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5010
2023-03-19,2023-03-17,21,2023-03-19,13,2300417,400,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5011
2023-03-19,2023-03-14,18,2023-03-15,8,3701660,649,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5012
2023-03-19,2023-03-10,16,2023-03-13,15,2500726,150,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5013
2023-03-19,2023-03-13,18,2023-03-13,21,1401043,1050,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5014
2023-03-19,2023-03-18,18,2023-03-19,3,1100102,3000,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5015
2023-03-19,2023-03-19,8,2023-03-19,11,7300516,414,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5016
2023-03-19,2023-03-16,19,2023-03-18,8,4501151,1053,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5017
2023-03-19,2023-03-19,12,2023-03-19,14,1300733,1719,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5018
2023-03-19,2023-03-15,17,2023-03-17,18,3701659,599,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5019
2023-03-19,2023-03-17,18,2023-03-18,10,11300722,770,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5020
2023-03-19,2023-03-18,16,2023-03-18,23,12500928,1564,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5021
2023-03-19,2023-03-18,17,2023-03-18,20,2500834,999,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5022
2023-03-19,2023-03-19,10,2023-03-19,19,10400939,714,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5023
2023-03-19,2023-03-16,16,2023-03-17,8,3500933,400,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5024
2023-03-19,2023-03-18,8,2023-03-18,11,3601348,335,0,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,5025
2023-03-19,2023-03-18,23,2023-03-19,14,12601134,1250,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5026
2023-03-19,2023-02-22,14,2023-02-23,10,7400720,1300,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5027
2023-03-19,2023-02-04,22,2023-02-05,4,2500729,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5028
2023-03-19,2023-03-19,19,2023-03-19,19,11300617,800,0,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5029
2023-03-19,2023-03-17,10,2023-03-17,22,1100308,460,0,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5030
2023-03-19,2023-03-18,16,2023-03-19,7,3500932,689,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5031
2023-03-19,2023-03-17,15,2023-03-17,16,7100205,499,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5032
2023-03-19,2023-03-18,10,2023-03-19,12,1400940,0,0,Damenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5033
2023-03-19,2023-03-16,23,2023-03-18,11,8401243,1000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5034
2023-03-19,2023-03-16,20,2023-03-17,0,2300419,3499,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5035
2023-03-19,2023-03-19,9,2023-03-19,17,1400942,1299,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5036
2023-03-19,2023-03-17,18,2023-03-19,12,2300314,725,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5037
2023-03-19,2023-03-18,16,2023-03-18,23,12500928,1480,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5038
2023-03-19,2023-02-11,11,2023-02-11,11,8100415,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5039
2023-03-19,2023-03-19,14,2023-03-19,19,9502043,754,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5040
2023-03-19,2023-03-19,13,2023-03-19,20,9501939,3598,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5041
2023-03-18,2023-03-15,22,2023-03-17,21,6200313,499,0,Mountainbike,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5042
2023-03-18,2023-03-18,14,2023-03-18,15,2200213,1750,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5043
2023-03-18,2023-03-18,14,2023-03-18,18,9200715,600,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5044
2023-03-18,2023-01-08,18,2023-01-09,9,1100313,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5045
2023-03-18,2023-03-18,21,2023-03-18,21,11100204,500,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5046
2023-03-18,2023-03-18,4,2023-03-18,7,11401032,1549,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5047
2023-03-18,2023-03-16,18,2023-03-17,6,11300723,330,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5048
2023-03-18,2023-03-18,21,2023-03-18,22,1401049,1400,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5049
2023-03-18,2023-03-18,18,2023-03-18,21,7100101,3790,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5050
2023-03-18,2023-02-17,19,2023-02-17,23,7100101,2100,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5051
2023-03-18,2023-03-17,16,2023-03-18,10,1300834,300,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5052
2023-03-18,2023-03-17,14,2023-03-17,18,1300731,449,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5053
2023-03-18,2023-03-16,21,2023-03-18,9,3601245,4911,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5054
2023-03-18,2023-03-11,8,2023-03-14,7,7400721,826,0,Damenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5055
2023-03-18,2023-03-17,15,2023-03-18,15,4501045,600,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5056
2023-03-18,2023-03-18,10,2023-03-18,15,12500928,950,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5057
2023-03-18,2023-03-18,16,2023-03-18,16,11300826,0,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5058
2023-03-18,2023-03-16,12,2023-03-16,15,8100311,1062,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5059
2023-03-18,2023-03-17,9,2023-03-17,17,9200715,5744,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5060
2023-03-18,2023-03-17,20,2023-03-17,22,3601348,899,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5061
2023-03-18,2023-03-16,19,2023-03-17,17,8100415,671,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5062
2023-03-18,2023-03-16,10,2023-03-18,17,11401034,400,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5063
2023-03-18,2023-03-18,16,2023-03-18,16,11300826,500,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5064
2023-03-18,2023-03-18,20,2023-03-18,20,4501149,200,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5065
2023-03-18,2023-03-18,21,2023-03-18,21,4300415,2000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5066
2023-03-18,2023-03-18,20,2023-03-18,21,1400938,2140,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5067
2023-03-18,2023-03-18,1,2023-03-18,1,1300733,949,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5068
2023-03-18,2023-03-15,12,2023-03-17,18,7300618,700,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5069
2023-03-18,2023-03-15,21,2023-03-16,16,2500831,1499,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5070
2023-03-18,2023-03-09,20,2023-03-10,8,1100416,1599,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5071
2023-03-18,2023-03-17,10,2023-03-17,16,1100308,399,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5072
2023-03-18,2023-03-17,18,2023-03-18,9,6300633,732,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5073
2023-03-18,2023-03-15,12,2023-03-18,10,10200419,565,0,Mountainbike,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5074
2023-03-18,2023-03-10,8,2023-03-13,8,8100209,370,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5075
2023-03-18,2023-03-17,18,2023-03-17,18,11400927,1390,0,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5076
2023-03-18,2023-03-17,8,2023-03-17,18,11300722,479,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5077
2023-03-18,2023-03-17,18,2023-03-18,8,1400940,3239,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5078
2023-03-18,2023-03-16,21,2023-03-18,8,1400942,1143,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5079
2023-03-18,2023-03-16,18,2023-03-17,6,11300723,548,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5080
2023-03-18,2023-01-18,18,2023-01-19,12,2300419,1200,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5081
2023-03-18,2023-03-17,8,2023-03-17,17,1400938,1169,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5082
2023-03-18,2023-03-16,0,2023-03-17,0,4501149,200,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5083
2023-03-18,2023-03-17,15,2023-03-18,12,3701659,988,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5084
2023-03-18,2023-03-17,9,2023-03-17,15,1100308,1044,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5085
2023-03-18,2023-03-17,8,2023-03-17,18,1300836,1239,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5086
2023-03-18,2023-03-18,15,2023-03-18,15,11300826,999,0,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5087
2023-03-18,2023-03-18,16,2023-03-18,16,11300826,500,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5088
2023-03-18,2023-03-18,19,2023-03-18,22,8100416,5344,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5089
2023-03-17,2023-03-16,20,2023-03-17,15,8200833,510,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5090
2023-03-17,2023-03-16,9,2023-03-16,19,1100103,2700,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5091
2023-03-17,2023-03-16,15,2023-03-17,11,4501147,3999,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5092
2023-03-17,2023-03-15,20,2023-03-16,7,10300731,1899,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5093
2023-03-17,2022-03-14,20,2022-03-16,15,3601244,766,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5094
2023-03-17,2023-03-13,7,2023-03-13,9,4400830,549,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5095
2023-03-17,2023-03-15,18,2023-03-17,18,10200524,4999,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5096
2023-03-17,2023-03-14,18,2023-03-17,8,4501153,1400,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5097
2023-03-17,2023-03-15,7,2023-03-15,14,3300514,500,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5098
2023-03-17,2023-03-16,8,2023-03-17,8,6400839,1349,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5099
2023-03-17,2023-03-10,22,2023-03-11,6,2400522,1169,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5100
2023-03-17,2023-03-17,8,2023-03-17,13,2300315,1799,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5101
2023-03-17,2023-03-11,5,2023-03-11,5,7100204,500,0,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,5102
2023-03-17,2023-03-17,7,2023-03-17,16,9200715,350,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5103
2023-03-17,2023-03-17,11,2023-03-17,13,9401534,600,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5104
2023-03-17,2023-03-16,16,2023-03-17,7,9200613,771,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5105
2023-03-17,2023-03-15,19,2023-03-16,8,4501043,500,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5106
2023-03-17,2023-03-17,21,2023-03-17,21,8100104,4000,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5107
2023-03-17,2023-03-16,20,2023-03-17,7,6300527,663,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5108
2023-03-17,2023-03-17,7,2023-03-17,12,12400617,7085,0,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5109
2023-03-17,2023-03-17,12,2023-03-17,16,2200213,489,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5110
2023-03-17,2023-03-16,14,2023-03-16,17,1100308,1000,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5111
2023-03-17,2023-03-16,15,2023-03-17,8,9200613,4497,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5112
2023-03-17,2023-03-17,12,2023-03-17,13,12500927,709,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5113
2023-03-17,2023-03-16,19,2023-03-16,22,3701555,1949,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5114
2023-03-17,2023-03-16,8,2023-03-16,22,12400618,599,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5115
2023-03-17,2023-03-16,17,2023-03-16,18,2300419,1499,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5116
2023-03-17,2023-03-15,20,2023-03-16,7,4300619,900,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5117
2023-03-17,2023-03-13,7,2023-03-13,14,3601347,498,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5118
2023-03-17,2023-03-16,19,2023-03-17,7,6100209,638,0,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5119
2023-03-17,2023-03-16,16,2023-03-17,7,1400937,3390,0,Herrenfahrrad,Keller- und Bode0bruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5120
2023-03-17,2023-03-10,8,2023-03-10,20,2100101,829,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5121
2023-03-17,2023-03-17,9,2023-03-17,9,10400939,5174,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5122
2023-03-17,2023-03-15,16,2023-03-17,9,8200727,400,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5123
2023-03-17,2023-03-17,17,2023-03-17,17,8100208,1,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5124
2023-03-17,2023-03-16,16,2023-03-17,10,4400727,1700,0,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5125
2023-03-17,2023-03-09,19,2023-03-10,16,1100414,722,0,Rennrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,5126
2023-03-17,2023-03-17,10,2023-03-17,11,4501152,1600,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5127
2023-03-17,2023-03-16,22,2023-03-17,14,10200423,350,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5128
2023-03-17,2023-03-15,14,2023-03-15,16,3601347,707,0,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5129
2023-03-17,2023-03-15,12,2023-03-16,9,10100102,230,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5130
2023-03-17,2023-03-17,0,2023-03-17,14,8100207,629,0,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5131
2023-03-17,2023-03-13,17,2023-03-15,9,1100104,998,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5132
2023-03-17,2023-03-16,17,2023-03-17,8,4400830,769,0,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5133
